"order_number","order_date","delivery_date","quantity","customer_country","customer_state","product_category"
524000,"2016-06-07","2016-06-15",8,"United States","Tennessee","Cameras and camcorders"
526004,"2016-06-09","2016-06-18",4,"Netherlands","Noord-Brabant","Cameras and camcorders"
526008,"2016-06-09","2016-06-24",6,"Canada","British Columbia","Computers"
526011,"2016-06-09","2016-06-14",2,"Italy","Torino","Computers"
526011,"2016-06-09","2016-06-14",1,"Italy","Torino","Cameras and camcorders"
526011,"2016-06-09","2016-06-14",1,"Italy","Torino","TV and Video"
526012,"2016-06-09","2016-06-14",3,"Netherlands","Zuid-Holland","Audio"
526012,"2016-06-09","2016-06-14",2,"Netherlands","Zuid-Holland","Cell phones"
528000,"2016-06-11","2016-06-19",1,"Canada","British Columbia","Cell phones"
528000,"2016-06-11","2016-06-19",3,"Canada","British Columbia","Computers"
531003,"2016-06-14","2016-06-26",8,"United States","Wisconsin","Cell phones"
531003,"2016-06-14","2016-06-26",10,"United States","Wisconsin","Audio"
531003,"2016-06-14","2016-06-26",2,"United States","Wisconsin","Music, Movies and Audio Books"
531004,"2016-06-14","2016-06-21",8,"Australia","New South Wales","Cell phones"
531007,"2016-06-14","2016-06-23",6,"Netherlands","Zuid-Holland","Games and Toys"
531007,"2016-06-14","2016-06-23",1,"Netherlands","Zuid-Holland","Audio"
531007,"2016-06-14","2016-06-23",5,"Netherlands","Zuid-Holland","Computers"
531007,"2016-06-14","2016-06-23",4,"Netherlands","Zuid-Holland","Computers"
531008,"2016-06-14","2016-06-17",1,"Australia","Western Australia","TV and Video"
533004,"2016-06-16","2016-06-27",3,"Australia","Queensland","Cameras and camcorders"
533004,"2016-06-16","2016-06-27",1,"Australia","Queensland","Home Appliances"
533010,"2016-06-16","2016-06-21",1,"United States","Arizona","Audio"
533010,"2016-06-16","2016-06-21",5,"United States","Arizona","Music, Movies and Audio Books"
533010,"2016-06-16","2016-06-21",5,"United States","Arizona","Music, Movies and Audio Books"
534003,"2016-06-17","2016-06-24",3,"United States","Ohio","Cell phones"
534003,"2016-06-17","2016-06-24",3,"United States","Ohio","Computers"
534003,"2016-06-17","2016-06-24",8,"United States","Ohio","Music, Movies and Audio Books"
535006,"2016-06-18","2016-06-23",3,"United Kingdom","Sheffield","Music, Movies and Audio Books"
535006,"2016-06-18","2016-06-23",4,"United Kingdom","Sheffield","TV and Video"
535007,"2016-06-18","2016-06-22",2,"United States","Florida","Computers"
535007,"2016-06-18","2016-06-22",1,"United States","Florida","Home Appliances"
535013,"2016-06-18","2016-06-24",10,"United States","Alabama","Cell phones"
535013,"2016-06-18","2016-06-24",1,"United States","Alabama","Audio"
537000,"2016-06-20","2016-06-28",1,"United States","New York","Cameras and camcorders"
537000,"2016-06-20","2016-06-28",2,"United States","New York","TV and Video"
537004,"2016-06-20","2016-06-29",3,"United States","Ohio","Home Appliances"
537004,"2016-06-20","2016-06-29",1,"United States","Ohio","Cameras and camcorders"
537004,"2016-06-20","2016-06-29",7,"United States","Ohio","TV and Video"
539006,"2016-06-22","2016-07-01",7,"United States","Pennsylvania","Games and Toys"
539006,"2016-06-22","2016-07-01",1,"United States","Pennsylvania","Home Appliances"
540006,"2016-06-23","2016-06-28",3,"Netherlands","Drenthe","Computers"
542000,"2016-06-25","2016-07-02",3,"United States","Ohio","Computers"
542014,"2016-06-25","2016-06-30",2,"Australia","New South Wales","Cameras and camcorders"
544002,"2016-06-27","2016-06-29",1,"Canada","Alberta","Cameras and camcorders"
545001,"2016-06-28","2016-07-01",6,"Australia","New South Wales","Cell phones"
545001,"2016-06-28","2016-07-01",3,"Australia","New South Wales","Home Appliances"
546001,"2016-06-29","2016-07-04",7,"France","Île-de-France","Cell phones"
546001,"2016-06-29","2016-07-04",4,"France","Île-de-France","Audio"
546001,"2016-06-29","2016-07-04",5,"France","Île-de-France","Audio"
546003,"2016-06-29","2016-07-06",3,"United Kingdom","Arun","Computers"
546003,"2016-06-29","2016-07-06",6,"United Kingdom","Arun","Cameras and camcorders"
546003,"2016-06-29","2016-07-06",2,"United Kingdom","Arun","Computers"
546004,"2016-06-29","2016-07-05",1,"United States","Indiana","Music, Movies and Audio Books"
546004,"2016-06-29","2016-07-05",9,"United States","Indiana","Cameras and camcorders"
546005,"2016-06-29","2016-07-04",1,"United States","Louisiana","Computers"
546005,"2016-06-29","2016-07-04",2,"United States","Louisiana","Audio"
546005,"2016-06-29","2016-07-04",1,"United States","Louisiana","Music, Movies and Audio Books"
546005,"2016-06-29","2016-07-04",2,"United States","Louisiana","Music, Movies and Audio Books"
546005,"2016-06-29","2016-07-04",9,"United States","Louisiana","Computers"
546008,"2016-06-29","2016-07-07",2,"United States","Colorado","Cameras and camcorders"
546008,"2016-06-29","2016-07-07",4,"United States","Colorado","Cameras and camcorders"
546008,"2016-06-29","2016-07-07",1,"United States","Colorado","Audio"
546008,"2016-06-29","2016-07-07",2,"United States","Colorado","Cameras and camcorders"
548002,"2016-07-01","2016-07-05",4,"United Kingdom","Oxford","Games and Toys"
548002,"2016-07-01","2016-07-05",3,"United Kingdom","Oxford","Games and Toys"
548002,"2016-07-01","2016-07-05",4,"United Kingdom","Oxford","Audio"
548002,"2016-07-01","2016-07-05",3,"United Kingdom","Oxford","Games and Toys"
548002,"2016-07-01","2016-07-05",5,"United Kingdom","Oxford","Music, Movies and Audio Books"
548002,"2016-07-01","2016-07-05",1,"United Kingdom","Oxford","Games and Toys"
548002,"2016-07-01","2016-07-05",1,"United Kingdom","Oxford","Music, Movies and Audio Books"
548004,"2016-07-01","2016-07-15",7,"United States","South Carolina","Cameras and camcorders"
548004,"2016-07-01","2016-07-15",9,"United States","South Carolina","Cameras and camcorders"
548004,"2016-07-01","2016-07-15",1,"United States","South Carolina","Cameras and camcorders"
548007,"2016-07-01","2016-07-09",1,"Canada","Saskatchewan","Home Appliances"
548007,"2016-07-01","2016-07-09",8,"Canada","Saskatchewan","Games and Toys"
548007,"2016-07-01","2016-07-09",2,"Canada","Saskatchewan","Computers"
548007,"2016-07-01","2016-07-09",1,"Canada","Saskatchewan","Home Appliances"
549008,"2016-07-02","2016-07-07",3,"Canada","Quebec","Computers"
549008,"2016-07-02","2016-07-07",2,"Canada","Quebec","Cell phones"
549008,"2016-07-02","2016-07-07",1,"Canada","Quebec","Cameras and camcorders"
549008,"2016-07-02","2016-07-07",5,"Canada","Quebec","Music, Movies and Audio Books"
549015,"2016-07-02","2016-07-07",7,"United Kingdom","Nottingham","TV and Video"
549015,"2016-07-02","2016-07-07",1,"United Kingdom","Nottingham","Music, Movies and Audio Books"
552003,"2016-07-05","2016-07-15",1,"United Kingdom","Cheshire East","Games and Toys"
553005,"2016-07-06","2016-07-10",3,"Italy","Bologna","TV and Video"
553005,"2016-07-06","2016-07-10",7,"Italy","Bologna","Games and Toys"
553005,"2016-07-06","2016-07-10",2,"Italy","Bologna","Computers"
553006,"2016-07-06","2016-07-15",1,"United States","Arkansas","Computers"
553010,"2016-07-06","2016-07-15",2,"Netherlands","Gelderland","Cameras and camcorders"
553011,"2016-07-06","2016-07-15",2,"United States","Wisconsin","Home Appliances"
553011,"2016-07-06","2016-07-15",6,"United States","Wisconsin","Cameras and camcorders"
553011,"2016-07-06","2016-07-15",3,"United States","Wisconsin","TV and Video"
553011,"2016-07-06","2016-07-15",1,"United States","Wisconsin","Home Appliances"
554004,"2016-07-07","2016-07-16",1,"United States","Michigan","Games and Toys"
554004,"2016-07-07","2016-07-16",9,"United States","Michigan","TV and Video"
554004,"2016-07-07","2016-07-16",3,"United States","Michigan","Cameras and camcorders"
554004,"2016-07-07","2016-07-16",1,"United States","Michigan","Audio"
554009,"2016-07-07","2016-07-12",1,"United States","Illinois","TV and Video"
554009,"2016-07-07","2016-07-12",3,"United States","Illinois","Cameras and camcorders"
554009,"2016-07-07","2016-07-12",2,"United States","Illinois","Home Appliances"
554009,"2016-07-07","2016-07-12",5,"United States","Illinois","Music, Movies and Audio Books"
554009,"2016-07-07","2016-07-12",4,"United States","Illinois","Cell phones"
554009,"2016-07-07","2016-07-12",2,"United States","Illinois","Home Appliances"
555002,"2016-07-08","2016-07-19",1,"Canada","British Columbia","Home Appliances"
555002,"2016-07-08","2016-07-19",2,"Canada","British Columbia","Music, Movies and Audio Books"
555002,"2016-07-08","2016-07-19",4,"Canada","British Columbia","Computers"
555003,"2016-07-08","2016-07-13",6,"Germany","Brandenburg","Computers"
555003,"2016-07-08","2016-07-13",2,"Germany","Brandenburg","Music, Movies and Audio Books"
556007,"2016-07-09","2016-07-19",4,"United States","Pennsylvania","Cell phones"
556007,"2016-07-09","2016-07-19",1,"United States","Pennsylvania","Games and Toys"
556007,"2016-07-09","2016-07-19",4,"United States","Pennsylvania","Home Appliances"
556007,"2016-07-09","2016-07-19",6,"United States","Pennsylvania","Computers"
556007,"2016-07-09","2016-07-19",1,"United States","Pennsylvania","Home Appliances"
556008,"2016-07-09","2016-07-15",1,"France","Guyane","Music, Movies and Audio Books"
559004,"2016-07-12","2016-07-21",1,"United States","Washington","Games and Toys"
559004,"2016-07-12","2016-07-21",3,"United States","Washington","Audio"
559004,"2016-07-12","2016-07-21",4,"United States","Washington","Home Appliances"
559007,"2016-07-12","2016-07-21",3,"United States","North Carolina","Music, Movies and Audio Books"
559007,"2016-07-12","2016-07-21",2,"United States","North Carolina","Home Appliances"
559007,"2016-07-12","2016-07-21",3,"United States","North Carolina","TV and Video"
559008,"2016-07-12","2016-07-22",1,"United Kingdom","Aberdeenshire","Cameras and camcorders"
559008,"2016-07-12","2016-07-22",1,"United Kingdom","Aberdeenshire","Computers"
559008,"2016-07-12","2016-07-22",1,"United Kingdom","Aberdeenshire","TV and Video"
559008,"2016-07-12","2016-07-22",6,"United Kingdom","Aberdeenshire","Music, Movies and Audio Books"
559008,"2016-07-12","2016-07-22",4,"United Kingdom","Aberdeenshire","Computers"
560000,"2016-07-13","2016-07-23",8,"Canada","Quebec","Computers"
560000,"2016-07-13","2016-07-23",1,"Canada","Quebec","Cameras and camcorders"
560000,"2016-07-13","2016-07-23",2,"Canada","Quebec","Computers"
560000,"2016-07-13","2016-07-23",3,"Canada","Quebec","Computers"
561000,"2016-07-14","2016-07-21",1,"United States","New York","Music, Movies and Audio Books"
561000,"2016-07-14","2016-07-21",1,"United States","New York","Computers"
561000,"2016-07-14","2016-07-21",9,"United States","New York","Music, Movies and Audio Books"
561000,"2016-07-14","2016-07-21",1,"United States","New York","Cameras and camcorders"
561004,"2016-07-14","2016-07-21",2,"United Kingdom","Charnwood","Home Appliances"
561004,"2016-07-14","2016-07-21",1,"United Kingdom","Charnwood","Computers"
561005,"2016-07-14","2016-07-15",3,"United Kingdom","Bedford","Audio"
561012,"2016-07-14","2016-07-24",6,"United Kingdom","Selby","TV and Video"
561012,"2016-07-14","2016-07-24",2,"United Kingdom","Selby","TV and Video"
562003,"2016-07-15","2016-07-22",1,"United States","Minnesota","Games and Toys"
562003,"2016-07-15","2016-07-22",1,"United States","Minnesota","Music, Movies and Audio Books"
562008,"2016-07-15","2016-07-22",5,"United States","Virginia","Home Appliances"
563006,"2016-07-16","2016-07-22",7,"Italy","Pavia","Home Appliances"
563006,"2016-07-16","2016-07-22",6,"Italy","Pavia","TV and Video"
563007,"2016-07-16","2016-07-24",1,"Germany","Rheinland-Pfalz","Games and Toys"
563007,"2016-07-16","2016-07-24",8,"Germany","Rheinland-Pfalz","Cameras and camcorders"
563007,"2016-07-16","2016-07-24",3,"Germany","Rheinland-Pfalz","TV and Video"
563007,"2016-07-16","2016-07-24",2,"Germany","Rheinland-Pfalz","Music, Movies and Audio Books"
563007,"2016-07-16","2016-07-24",9,"Germany","Rheinland-Pfalz","TV and Video"
563007,"2016-07-16","2016-07-24",6,"Germany","Rheinland-Pfalz","Cell phones"
563007,"2016-07-16","2016-07-24",1,"Germany","Rheinland-Pfalz","Cell phones"
565000,"2016-07-18","2016-07-25",6,"Germany","Niedersachsen","Cell phones"
565000,"2016-07-18","2016-07-25",1,"Germany","Niedersachsen","Music, Movies and Audio Books"
565000,"2016-07-18","2016-07-25",2,"Germany","Niedersachsen","Audio"
565000,"2016-07-18","2016-07-25",4,"Germany","Niedersachsen","TV and Video"
565000,"2016-07-18","2016-07-25",3,"Germany","Niedersachsen","Audio"
565002,"2016-07-18","2016-07-29",3,"United States","Michigan","Computers"
566001,"2016-07-19","2016-07-27",4,"United States","Missouri","Cell phones"
566001,"2016-07-19","2016-07-27",7,"United States","Missouri","Computers"
567004,"2016-07-20","2016-07-27",4,"United Kingdom","West Norfolk","Music, Movies and Audio Books"
567004,"2016-07-20","2016-07-27",1,"United Kingdom","West Norfolk","Cameras and camcorders"
568002,"2016-07-21","2016-08-01",1,"United States","Pennsylvania","Home Appliances"
568002,"2016-07-21","2016-08-01",2,"United States","Pennsylvania","Computers"
568002,"2016-07-21","2016-08-01",4,"United States","Pennsylvania","Computers"
569002,"2016-07-22","2016-08-01",1,"Germany","Freistaat Bayern","Music, Movies and Audio Books"
569002,"2016-07-22","2016-08-01",3,"Germany","Freistaat Bayern","Music, Movies and Audio Books"
569002,"2016-07-22","2016-08-01",1,"Germany","Freistaat Bayern","Cameras and camcorders"
570003,"2016-07-23","2016-08-01",1,"United States","California","Games and Toys"
570008,"2016-07-23","2016-07-30",5,"United Kingdom","Powys","Computers"
570010,"2016-07-23","2016-08-01",4,"United Kingdom","Northumberland","Audio"
570010,"2016-07-23","2016-08-01",3,"United Kingdom","Northumberland","Games and Toys"
570010,"2016-07-23","2016-08-01",1,"United Kingdom","Northumberland","Music, Movies and Audio Books"
574004,"2016-07-27","2016-08-08",1,"United States","Texas","Computers"
574004,"2016-07-27","2016-08-08",7,"United States","Texas","Computers"
575001,"2016-07-28","2016-08-03",2,"United States","Iowa","Cameras and camcorders"
575001,"2016-07-28","2016-08-03",3,"United States","Iowa","Computers"
575001,"2016-07-28","2016-08-03",2,"United States","Iowa","TV and Video"
575001,"2016-07-28","2016-08-03",2,"United States","Iowa","Cameras and camcorders"
575002,"2016-07-28","2016-08-02",3,"United States","Massachusetts","Cameras and camcorders"
575002,"2016-07-28","2016-08-02",8,"United States","Massachusetts","Music, Movies and Audio Books"
575002,"2016-07-28","2016-08-02",2,"United States","Massachusetts","Audio"
581006,"2016-08-03","2016-08-07",1,"United States","Georgia","Cell phones"
581006,"2016-08-03","2016-08-07",9,"United States","Georgia","Music, Movies and Audio Books"
581006,"2016-08-03","2016-08-07",1,"United States","Georgia","Cell phones"
584010,"2016-08-06","2016-08-14",7,"Australia","Victoria","Home Appliances"
584010,"2016-08-06","2016-08-14",1,"Australia","Victoria","Cameras and camcorders"
584010,"2016-08-06","2016-08-14",3,"Australia","Victoria","TV and Video"
584010,"2016-08-06","2016-08-14",3,"Australia","Victoria","Games and Toys"
586001,"2016-08-08","2016-08-18",6,"Canada","Ontario","Audio"
586001,"2016-08-08","2016-08-18",3,"Canada","Ontario","Games and Toys"
586002,"2016-08-08","2016-08-18",4,"United States","Mississippi","Home Appliances"
587001,"2016-08-09","2016-08-15",2,"United Kingdom","Cornwall","Cell phones"
587002,"2016-08-09","2016-08-13",1,"Canada","British Columbia","Music, Movies and Audio Books"
587004,"2016-08-09","2016-08-16",1,"United States","Maine","Cell phones"
587004,"2016-08-09","2016-08-16",5,"United States","Maine","Music, Movies and Audio Books"
587004,"2016-08-09","2016-08-16",1,"United States","Maine","Music, Movies and Audio Books"
587004,"2016-08-09","2016-08-16",5,"United States","Maine","Audio"
587004,"2016-08-09","2016-08-16",2,"United States","Maine","Home Appliances"
587004,"2016-08-09","2016-08-16",3,"United States","Maine","TV and Video"
587004,"2016-08-09","2016-08-16",1,"United States","Maine","Computers"
